	fecha	prediccion	medicion
461	2015-01-03 14:00:00	pred_1	117.15822573146043
462	2015-01-03 14:00:00	pred_10	106.36181572476777
463	2015-01-03 14:00:00	pred_2	120.94603895067526
464	2015-01-03 14:00:00	pred_6	110.64944460593487
465	2015-01-03 14:00:00	pred_3	119.74823675455694
466	2015-01-03 14:00:00	pred_11	96.09958531157768
467	2015-01-03 14:00:00	pred_8	109.7494040484573
468	2015-01-03 15:00:00	pred_9	75.29627749580911
469	2015-01-03 15:00:00	pred_4	78.19082311853288
470	2015-01-03 15:00:00	pred_3	86.50652020700548
471	2015-01-03 15:00:00	pred_5	81.11521559276342
472	2015-01-03 15:00:00	pred_12	64.13009487064511
473	2015-01-03 15:00:00	pred_1	84.2018371487966
474	2015-01-03 15:00:00	pred_6	80.64836611996107
475	2015-01-03 15:00:00	pred_7	75.27792560851964
476	2015-01-03 15:00:00	pred_11	65.07264275036032
477	2015-01-03 15:00:00	pred_8	73.67885051796648
478	2015-01-03 15:00:00	pred_2	86.5636003698872
479	2015-01-03 15:00:00	pred_10	69.5057648430858
480	2015-01-03 16:00:00	pred_6	20.950650138333724
481	2015-01-03 16:00:00	pred_9	20.09114044751988
482	2015-01-03 16:00:00	pred_8	16.341150304386044
483	2015-01-03 16:00:00	pred_3	15.156233457989893
484	2015-01-03 16:00:00	pred_2	15.173487561034946
485	2015-01-03 16:00:00	pred_4	17.519059546524574
486	2015-01-03 16:00:00	pred_12	23.04224109992157
487	2015-01-03 16:00:00	pred_10	20.039755715643047
488	2015-01-03 16:00:00	pred_11	24.74269054049458
489	2015-01-03 16:00:00	pred_7	15.300926715547082
490	2015-01-03 16:00:00	pred_1	15.442617287417955
491	2015-01-03 16:00:00	pred_5	16.251744339457563
492	2015-01-03 17:00:00	pred_1	18.976986322444485
493	2015-01-03 17:00:00	pred_3	18.472211283829093
494	2015-01-03 17:00:00	pred_11	30.27018770683948
495	2015-01-03 17:00:00	pred_9	26.338498777530827
